"V1","V2","V3"
2.20189646753212,3.27252062227523,-4.16019152989535
-30.7740992752836,-27.6087359175564,-26.2059368657718
-13.033440487283,-16.0295670887752,-8.69957919176919
-5.93471774235618,-4.73303450325767,0.0193785343589674
24.294827737796,23.4728477468921,20.4989068976405
-27.5160542461803,-22.8142939497324,-21.3136221155423
1.8639720634609,2.06039391246298,3.51845239276455
-14.1830694353347,-16.4931307518781,-13.1830639125664
-18.3996178651028,-17.5887917138373,-19.6258312784832
24.5704252023424,30.5302747162965,26.4860211666522
9.919037636873,7.59108474885946,11.6666653162394
6.52121852225888,4.50888261254079,10.7445205058873
-1.00216621179606,-5.01728429928294,-10.2548511297507
12.4880671010879,9.8264429959602,16.2848506106341
16.3572961320055,20.1203144237251,12.4740319908798
-14.7164879891646,-14.3776353018287,-10.984178324677
13.9449760981655,15.7885792482576,11.2536674629089
-21.5973616925644,-20.2197894852009,-24.6491279809866
43.445904482573,41.0580907554516,33.4193407621421
-22.4726228186974,-28.3718934902671,-21.5527864669362
11.3068234384529,10.2832519791957,13.783415825079
7.07856819837256,3.56636204937509,-3.00862555516708
25.2652365271359,22.7186204220984,18.4793855336689
19.5160507627021,17.8050983006579,21.3275252730904
1.36216168682644,1.53690474550069,8.16970824574944
14.2097583932028,15.3661792658328,21.7524304850585
10.8612301246743,10.9701035829698,6.99341147835436
20.0499038618664,19.4692938468083,24.59099686569
-10.387093906268,-8.88026495213503,-15.5677371066039
3.68958791678807,1.10811880136781,6.20060492102506
16.0444634510701,21.0986468638868,23.3054524107549
20.7520005671249,17.4350884212903,13.0288415312246
-17.9132738243415,-21.2004475693218,-14.383545854082
-6.54245357929856,-1.95022955316513,-7.70697560012377
-20.3040679608712,-14.6565413820814,-14.4064482495838
-3.55565126957104,-6.39255401336306,-8.13847435535495
-3.68235189508828,-2.9724782913439,-9.02955736736162
6.49586572924849,12.9237501840596,2.26933442430609
19.4352108827072,21.0315565459091,26.2779318512944
-1.94336038545352,2.23853780475465,5.83914720604644
13.0227814532996,15.4618321107772,10.8579961925992
1.91088825814967,1.26120809136428,-4.92925743916245
-11.1164420110939,-9.36523885693072,-13.268821513809
-32.6844384456838,-27.0587528554444,-25.2199422121551
-6.94660737860654,-6.10922757073761,-1.65103236216316
17.533450409606,16.3040068293474,9.60601690002423
-11.8050536458725,-11.6346539646443,-5.7150013283007
-6.42752957100545,-2.09759060331804,-10.4959974773182
-1.34864379515119,2.5597648371243,5.4082881529951
1.27719066860606,3.82911470841191,-5.14312940558887
21.7302279337774,22.377466384129,19.7773633520967
-26.8907838572602,-27.5272585888164,-32.9920734706459
16.7014540394356,13.5714794371761,20.4835564348508
-8.31710608038436,-8.20566013375798,-2.92078941508223
-18.8631179208693,-19.8511461900654,-11.9560088231691
19.3953650419803,11.0616210340292,11.5975185449302
-12.3150603020502,-13.0750554780028,-22.5981346093912
11.7059256963065,8.26483781379044,5.37131310941616
-5.01799794023336,-5.22531217045283,-10.9675599579094
6.64443740368276,7.20578747363024,5.08960523459973
4.03398210106452,3.73908758922275,8.33211814058278
-23.5300090741482,-27.8309155260427,-22.1583846206616
-1.46110375092652,-10.1994790011075,-13.0585340862731
-26.0609202114054,-25.6304880758046,-28.6408960885181
9.8732725448601,10.8957251868169,6.31090461125025
18.8099258568353,16.4709114544961,20.7626017999028
6.96282822802026,6.3698707036548,3.67545360234516
6.73376442108481,3.48929442591951,-5.60742002241588
0.488365709569508,-5.62374767842292,4.40754910240904
8.63063367069104,4.66729603843157,6.00356903308839
0.684513723186392,0.483644566702916,-7.03782566639698
5.57941239891964,5.43428720987883,6.82059086671818
-12.0340832719449,-13.0055405242517,-21.2960966682571
-3.4692251862456,-5.66858696222986,-10.1806454505437
-22.7150574291321,-19.9059297942557,-16.0437406952639
-10.7490978029683,-10.7196938240774,-7.97201088215914
3.78691402095961,9.08788601476641,12.5617846152082
-34.4169653896844,-31.8631402671626,-36.634185791305
-9.49530233921795,-7.62186236855941,-3.67204375820119
19.3467519625391,19.2093576390289,17.9210397959854
-2.22145294723355,-2.06551180256541,-5.44710699911599
14.5471754948929,15.5651306276003,8.6595706633089
-17.9351610181041,-15.988615573137,-9.09759875843627
-18.8409845554225,-16.9488924775294,-15.2659035689145
-23.7359956162949,-20.055297055298,-25.5189040805518
5.2550694047368,7.89616714748142,6.54914786893955
18.3209341966582,18.6601604721252,23.6204742620516
11.5275429042158,11.8597339637056,18.0005043910353
-7.86502944118359,-0.799048002604159,1.09548056513468
