"V1","V2","V3","V4","V5"
5.18484907551491,8.27109013208716,1.4345877429207,4.18917891538086,12.1165384892029
2.99760943381586,2.50899769593429,1.01779453414217,1.53305748825129,7.03561950779813
3.00500535936338,0.793893286324083,1.41358658727107,5.1060740213277,7.02902792021706
0.937300510742699,1.75656477375632,1.34505668272013,1.06880036813837,3.98617290681816
3.85519259032865,1.33132781877686,1.46673286625645,11.4145803706874,6.07920420978902
0.597087644020602,1.0533101992763,0.636151365404797,0.869966852753503,0.929755389047466
2.44753548163777,3.47178404668779,1.41274117132019,6.39084899701739,4.23960149869243
0.737646082789536,0.90994635255239,0.69153846866604,1.55413669383322,1.91132929822442
2.26962584086335,3.19420522793425,1.17091850546559,3.2445179927657,3.96660579126229
2.27463513537694,4.00499353458322,1.53712980308171,2.17262561907205,5.36995349972652
3.94599784474563,3.50520520950387,1.50753058550332,2.81871271391299,4.12084972081596
0.918223130286646,3.19338234702733,1.29879416713604,0.579024840864829,0.231608808056232
3.0383929820909,2.9535966627267,1.65108422325934,2.98587138885218,6.24815626818211
2.7243503400589,3.98918510265199,1.92760817470046,5.91992430300644,10.1950533888708
0.870365383946791,0.963399596974299,1.08867494882557,2.14348525455378,4.06671158318775
2.47595094582329,1.09109576732437,1.0557002211057,1.73439943699462,4.48918357640448
1.23387463759286,2.35796470752321,1.00727795569563,1.5559326235762,4.11520440829028
0.95868772945364,1.0129072517304,1.20416388032387,0.97365652453631,1.66021414255516
0.811012162808061,2.72842473749847,1.32175812057876,1.54177986772278,4.53031881504539
2.7663880179362,2.09745480531492,1.40012800800783,3.63071597778063,6.30496562023683
