"V1","V2","V3"
8.41511578575991,24.7976937466991,12.2350519825974
2.61494861250336,-1.46671162474265,-3.68372397292428
-31.8372391402787,-29.4710877720095,-33.3361484054968
-12.9052384668688,-15.4389955159249,-11.0289255357873
15.8529189291335,13.6892278538766,22.0450883253167
-25.0884356877645,-26.9463777290822,-26.1702597258766
0.339195837663787,-1.21008971722622,-3.34498931005758
-8.40613844917663,-8.84314823781829,-5.04575878964523
-12.2736967166381,-10.891944728932,-7.69023712291367
-4.20655305941687,-7.93664100973349,-10.1200883286913
-2.77517874242472,-5.51308686595596,2.41376999738553
-14.7872726118807,-14.3363617978731,-15.951628201433
-29.2487177501458,-28.1349564153829,-23.8161652455912
17.3455237421596,19.8769018945774,26.8141816959114
28.075813154077,31.5487546440783,23.6732519504675
0.657561448718688,1.88610683425976,6.84412391400637
-2.88036032620544,-5.87857389283759,3.10681478347253
-17.4747462200805,-21.3100987339701,-23.3428587411298
-4.74763308299523,-7.84950136767956,-10.4975455102284
-10.6436367904959,-10.0240422961701,-16.2509250346703
6.99896449277742,6.92697019646248,14.2773021990214
-7.7067431137782,-4.60102755572216,-7.55844378653672
10.2935934840914,10.0291931186687,15.9214164120976
-18.2413993019517,-13.4381781095349,-21.2749076325746
-6.5037881097012,-5.97828984686446,-8.34972755062688
1.41569114167275,2.15969076390531,-0.232806827465573
4.00154362639534,3.78669702714531,7.25699472133219
6.425108641027,9.22964957073916,4.16548151423624
9.7885163454502,11.7929426567879,5.81696786119909
-3.90597862028531,-4.84834762631199,-4.25648997226326
-20.8137127214343,-20.3187877548657,-17.1702105020849
-6.54897274970581,-8.50655143130705,-13.0162398235954
25.8254386068713,23.492925588778,22.3385639191876
-4.24365520385632,-1.80772621123717,0.52541791568456
18.2851944752304,17.6895572684941,23.6498619128161
-9.3156167688766,-8.69155669459705,-2.29273341417951
24.6013692988311,25.4527965852665,20.0219230508434
8.20631375659092,8.37467510977253,10.7799944762916
2.67398185216905,6.44821378135321,10.8799160047052
-10.3205383883382,-8.98961822114863,-14.5622409001206
9.54499069260999,9.36697074025995,17.0962321832284
10.8714300663408,7.68856069106202,15.1123093190459
23.4411877816225,28.9885787354447,17.8894383983941
8.81203698621963,4.00339763407637,1.11076622694791
2.31769086902921,5.75501285642897,-0.849786468025575
-14.8890826835171,-12.6375313521103,-21.0281601308999
-26.0654311749387,-27.0593289203898,-27.1436515975596
11.0999391405496,14.6325090297479,10.5933408776136
-16.0788093234145,-15.2085583791164,-19.2898550281966
11.9225658323178,11.63719254064,6.83928460007668
-13.0222500601756,-15.1810523370749,-15.6965795296302
8.53465684795483,11.6888598417415,8.90071008829461
4.56699903176665,2.63085566872416,7.74062263236721
-22.2378202450404,-22.154836336153,-22.2870561467905
-28.3728160514665,-28.776499630479,-34.6445762027249
17.6879117445887,18.7173928811689,18.3589423709416
0.820393936883616,-0.463026082794428,-3.98445497400605
-9.52063777929926,-11.0265554351777,-5.52517323792203
-6.50456862436568,-4.56617239104223,1.29736468607024
-0.675078429345612,-0.752694904590279,-6.77758651208499
6.50016208922498,6.83981657275469,1.54036823890718
3.44033081795885,4.30076483887002,2.75873449952089
-8.17162733186229,-6.16565356021404,0.541383141798073
-1.33499646961785,-3.69523298138765,-6.28906171750028
-21.3301650107545,-23.2483601434133,-26.6697751268371
24.3735639803846,23.4536555157223,21.6659267247203
4.9811583150147,1.81154147819837,7.5354685041536
6.68378723799154,6.5111775179187,4.13657041628837
8.91032406940898,11.1497600524782,17.3139838516111
-6.044370225368,-4.646819612411,-1.56659270859977
-30.4687068547695,-30.1549267369113,-36.1783161105155
8.59793125656128,9.67352952133756,17.0003773094473
2.58185749552752,-1.53386782219786,-3.1113674617921
-13.2674774254191,-10.6161920794527,-14.8640990592113
-6.75006657184484,-8.77838638476645,-9.11430289937142
-12.3640421876928,-14.0617230767213,-6.66827701639046
-14.263207778393,-17.8483268327847,-21.45771451492
10.2771615091489,13.0772845396453,15.2800316206373
-14.9595306018073,-13.1015165779675,-15.536591895679
0.73659200161554,-0.460506131371179,4.52298303952978
7.06480451306036,2.58560980888706,-2.41543026711689
-19.8457507817797,-13.1656763251002,-13.25361558129
15.7333227873622,17.9408167911853,17.7369700939976
25.4118874121548,22.302644156007,28.8261565185937
21.6147792122749,22.4826686232504,21.9405153402433
-5.05863470680562,-9.40467779338769,-2.3956386229431
20.4492378200004,19.6207532710333,13.9497334507688
-16.5130690858605,-13.7891031410313,-9.73711122067149
-18.4227183177785,-18.1086800684876,-19.7799616762645
-5.92415999198375,-12.5945545328997,1.35499298901928
-15.4937322774698,-15.8229255321529,-17.7785846915048
17.9845428383614,16.9293440052804,23.0103094584631
-20.558096635707,-22.2532905445455,-23.0352324614263
5.28581061196875,7.25452857950312,-0.551960964694311
5.90817338318235,4.34421037169038,4.38252299195736
8.72682919972145,10.2329351343676,7.83878368421611
-9.59155178718607,-9.12821268678342,-11.3682707886843
-1.32813654583021,-4.3633903713072,2.65600130188052
-10.0103366112776,-13.6158635668915,-14.543757815877
-16.9243060294701,-20.1541015208585,-23.3289273428951
7.92886123819853,11.0280257323567,13.408215548649
24.8713526623526,24.887310602004,17.9287005672355
